volume,volume_index,price_per_avocado,type,temperature,temperature_usa,humidity,humidity_usa,precipitation,precipitation_usa,year,season,date,region,longitude,latitude
6718011.83,8.95432577480066,1.12,conventional,24.41,23.2445283018868,79.38,70.621320754717,1.52,3.09377358490566,2015,summer,2015-07-05,California,-76.50745,38.3004
5641742.02,8.72924176616325,1.1,conventional,22.83,22.4267924528302,76.12,68.2377358490566,2.31,3.90339622641509,2015,summer,2015-06-28,California,-76.50745,38.3004
5952597.29,8.7979670573353,1.07,conventional,27.4,24.2215094339623,73.46,70.6264150943396,14.25,4.91943396226415,2015,summer,2015-06-21,California,-76.50745,38.3004
6741662.31,8.95889665680938,0.97,conventional,27.5,23.4433962264151,73.56,71.8866037735849,5.23,4.99358490566038,2015,summer,2015-06-14,California,-76.50745,38.3004
6374842.9,8.88631889304727,0.98,conventional,20.1,21.747358490566,75.06,68.5156603773585,0.03,1.71396226415094,2015,summer,2015-06-07,California,-76.50745,38.3004
6236903.31,8.85805078139592,0.98,conventional,25.09,19.7669811320755,71.48,73.277358490566,0.32,6.20962264150943,2015,spring,2015-05-31,California,-76.50745,38.3004
5621713.64,8.7246978272323,1.1,conventional,19.89,18.6930188679245,71.98,71.3158490566038,0,2.69735849056604,2015,spring,2015-05-24,California,-76.50745,38.3004
5289138.5,8.6470332856814,1.08,conventional,22.64,19.8603773584906,84.08,77.4805660377359,5.01,3.02169811320755,2015,spring,2015-05-17,California,-76.50745,38.3004
6650357.96,8.94117001396786,0.93,conventional,21.95,19.3269811320755,83.34,74.8988679245283,0.41,2.92132075471698,2015,spring,2015-05-10,California,-76.50745,38.3004
8567534.49,9.27445180476678,0.88,conventional,17.86,17.2475471698113,64.03,63.0167924528302,0,0.282264150943396,2015,spring,2015-05-03,California,-76.50745,38.3004
4923565.04,8.55641883738881,1.15,conventional,10.71,12.2111320754717,67.12,71.1411320754717,1.17,1.15830188679245,2015,spring,2015-04-26,California,-76.50745,38.3004
5871080.81,8.78026332952779,1.05,conventional,14.35,14.8871698113208,84.31,73.0569811320755,20.53,8.74811320754717,2015,spring,2015-04-19,California,-76.50745,38.3004
5636644.51,8.72808664751576,1.06,conventional,11.63,13.4005660377358,66.55,68.2354716981132,0,1.59339622641509,2015,spring,2015-04-12,California,-76.50745,38.3004
5467155.55,8.68913403897537,1.12,conventional,9.44,9.86037735849057,62.63,68.2541509433962,0,1.05716981132075,2015,spring,2015-04-05,California,-76.50745,38.3004
5341821.67,8.65962400252507,1.1,conventional,1.01,7.31452830188679,56.91,63.5162264150943,0,0.341320754716981,2015,spring,2015-03-29,California,-76.50745,38.3004
5571812.77,8.71331287790117,1.06,conventional,6.54,8.10094339622641,69.64,70.1764150943396,0,1.37924528301887,2015,spring,2015-03-22,California,-76.50745,38.3004
5557163.11,8.70995311338464,1.06,conventional,7.64,10.7324528301887,77.52,72.5724528301887,0.01,2.19509433962264,2015,spring,2015-03-15,California,-76.50745,38.3004
5990243.89,8.80606959126824,0.96,conventional,5.79,6.55905660377358,73.21,76.3288679245283,0,0.785283018867925,2015,spring,2015-03-08,California,-76.50745,38.3004
6700134.25,8.95086098856009,0.84,conventional,-2.79,1.87264150943396,85.64,85.5798113207547,8.86,4.72792452830189,2015,spring,2015-03-01,California,-76.50745,38.3004
5951871.32,8.79781035682086,0.96,conventional,2.28,2.07811320754717,92.06,82.5877358490566,7.33,2.97905660377358,2015,winter,2015-02-22,California,-76.50745,38.3004
5699944.93,8.74236463622032,0.96,conventional,-9.47,-2.31698113207547,51.77,67.4571698113208,0,0.51811320754717,2015,winter,2015-02-15,California,-76.50745,38.3004
5871224.58,8.78029474770601,0.91,conventional,5.75,7.37150943396226,87.32,87.0403773584906,0,2.77056603773585,2015,winter,2015-02-08,California,-76.50745,38.3004
9032180.67,9.34500949447341,0.85,conventional,0.82,3.09207547169811,76.47,82.0249056603774,0.39,4.91377358490566,2015,winter,2015-02-01,California,-76.50745,38.3004
4929884.26,8.55803589252751,1.06,conventional,2.54,3.87981132075472,85,80.4239622641509,0.06,0.981132075471698,2015,winter,2015-01-25,California,-76.50745,38.3004
5570915.26,8.71310727100369,1.02,conventional,2.81,5.61169811320755,100,82.7324528301887,24.66,5.94358490566038,2015,winter,2015-01-18,California,-76.50745,38.3004
6024932.34,8.81349498617536,0.92,conventional,-2.14,1.52924528301887,74.28,84.2620754716981,0,3.21641509433962,2015,winter,2015-01-11,California,-76.50745,38.3004
5777334.9,8.75962802268329,0.93,conventional,12.19,5.35,96.33,85.9115094339623,4.7,5.88433962264151,2015,winter,2015-01-04,California,-76.50745,38.3004
5414937.46,8.67691397716705,0.94,conventional,4.28,5.70660377358491,87.24,85.628679245283,0.07,0.854150943396226,2016,winter,2016-12-25,California,-76.50745,38.3004
4922621.54,8.5561772404591,0.95,conventional,8,0.839811320754717,92.55,79.811320754717,0.45,4.6922641509434,2016,winter,2016-12-18,California,-76.50745,38.3004
5526646.12,8.70292864833712,0.9,conventional,1.46,3.66943396226415,67.67,79.6449056603774,0,3.38698113207547,2016,winter,2016-12-11,California,-76.50745,38.3004
5062952.53,8.59166128066292,0.98,conventional,4.55,5.6922641509434,76.16,78.2822641509434,0.87,4.66867924528302,2016,winter,2016-12-04,California,-76.50745,38.3004
4185900.67,8.35345444727538,1.21,conventional,5.79,6.56094339622642,63.22,74.3637735849057,0,1.33471698113208,2016,autumn,2016-11-27,California,-76.50745,38.3004
4253815.59,8.37343322464794,1.32,conventional,4.63,5.52679245283019,53.7,64.5588679245283,0,2.94358490566038,2016,autumn,2016-11-20,California,-76.50745,38.3004
3848128.2,8.24953569918789,1.48,conventional,6.73,10.095471698113201,62.5,63.9171698113208,0,0.592641509433962,2016,autumn,2016-11-13,California,-76.50745,38.3004
3395058.42,8.09642545976732,1.68,conventional,11.74,13.0050943396226,64.18,68.5218867924528,0,0.961132075471698,2016,autumn,2016-11-06,California,-76.50745,38.3004
3139833.5,8.00186965642438,1.68,conventional,18.01,16.2015094339623,83.87,77.092641509434,0.1,3.23320754716981,2016,autumn,2016-10-30,California,-76.50745,38.3004
3899040.66,8.26571245641574,1.39,conventional,12.34,13.878679245283,69.98,63.2947169811321,0,0.329811320754717,2016,autumn,2016-10-23,California,-76.50745,38.3004
4878037.64,8.54471309680346,1.4,conventional,16.2,18.1518867924528,86.89,76.1398113207547,0.01,4.48339622641509,2016,autumn,2016-10-16,California,-76.50745,38.3004
5375978.5,8.66772753702926,1.34,conventional,15.35,16.0335849056604,70.1,61.9505660377358,20.12,3.72830188679245,2016,autumn,2016-10-09,California,-76.50745,38.3004
5652496.31,8.73167565849725,1.19,conventional,21.66,18.0060377358491,75.08,73.0352830188679,0.68,1.38811320754717,2016,autumn,2016-10-02,California,-76.50745,38.3004
6075588.68,8.82426963375844,1.15,conventional,19.01,20.5949056603774,62.83,55.8832075471698,0.01,1.3911320754717,2016,autumn,2016-09-25,California,-76.50745,38.3004
5471565.28,8.69016118666756,1.22,conventional,25.42,23.3745283018868,77.37,67.0971698113208,2.33,3.53735849056604,2016,autumn,2016-09-18,California,-76.50745,38.3004
6059764.51,8.82091253024887,1.12,conventional,26.13,21.962641509434,57.12,60.9739622641509,0.01,0.951698113207547,2016,autumn,2016-09-11,California,-76.50745,38.3004
6681646.14,8.94726911529725,1.08,conventional,21.79,21.282641509434,62.4,63.8233962264151,0.87,1.20018867924528,2016,autumn,2016-09-04,California,-76.50745,38.3004
6696300.05,8.95011681328515,0.99,conventional,26.41,24.7818867924528,69.26,65.2666037735849,0.03,1.52301886792453,2016,summer,2016-08-28,California,-76.50745,38.3004
6308000.34,8.87269025960992,1.05,conventional,27.46,23.5784905660377,74.64,68.7241509433962,16.77,5.97924528301887,2016,summer,2016-08-21,California,-76.50745,38.3004
6538335.89,8.91911934978403,1.07,conventional,30.91,26.1405660377358,61.26,67.2192452830189,0.37,5.62924528301887,2016,summer,2016-08-14,California,-76.50745,38.3004
6144827.51,8.83886674968163,1.17,conventional,27.34,24.3954716981132,54.76,61.8462264150943,0.05,1.95849056603774,2016,summer,2016-08-07,California,-76.50745,38.3004
5947160.29,8.79679306350003,1.22,conventional,28.07,25.1898113207547,72.21,67.7116981132075,2.66,3.78018867924528,2016,summer,2016-07-31,California,-76.50745,38.3004
6104047.38,8.8302874041523,1.2,conventional,30.42,26.8737735849057,58.68,59.9620754716981,0.12,2.6922641509434,2016,summer,2016-07-24,California,-76.50745,38.3004
6200613.68,8.85052045092206,1.14,conventional,27.39,25.0458490566038,63.1,62.5462264150943,1.05,1.57132075471698,2016,summer,2016-07-17,California,-76.50745,38.3004
6721690.88,8.95503776786607,1.08,conventional,25.95,23.5845283018868,61.86,64.5056603773585,0.16,1.66188679245283,2016,summer,2016-07-10,California,-76.50745,38.3004
7087455.16,9.02412992818043,1.1,conventional,20.21,22.5258490566038,80.7,64.6349056603774,5.46,3.67452830188679,2016,summer,2016-07-03,California,-76.50745,38.3004
6407277.49,8.89288574698048,1.03,conventional,22.81,24.9569811320755,58.47,62.0141509433962,0,1.58320754716981,2016,summer,2016-06-26,California,-76.50745,38.3004
6528056.18,8.91707887335209,1.06,conventional,23.24,23.741320754717,61.27,59.5960377358491,0.09,0.692264150943396,2016,summer,2016-06-19,California,-76.50745,38.3004
6506234.86,8.91273783670059,1.01,conventional,25.67,22.0633962264151,65.98,66.5464150943396,0.04,1.96452830188679,2016,summer,2016-06-12,California,-76.50745,38.3004
7365675.31,9.07456811688856,0.94,conventional,23.83,22.3550943396226,90.31,73.6547169811321,6.54,6.86811320754717,2016,summer,2016-06-05,California,-76.50745,38.3004
6700986.44,8.95102633703281,0.98,conventional,21.68,21.5288679245283,90.42,72.5811320754717,11.32,2.91509433962264,2016,spring,2016-05-29,California,-76.50745,38.3004
6501981.08,8.91189008272609,0.9,conventional,13.33,16.4420754716981,90.27,72.1437735849057,8.06,1.79490566037736,2016,spring,2016-05-22,California,-76.50745,38.3004
6068872.71,8.82284580056617,0.97,conventional,11.76,12.7003773584906,59.61,65.6220754716981,0.01,0.848679245283019,2016,spring,2016-05-15,California,-76.50745,38.3004
7808461.74,9.1514098039819,0.79,conventional,15.31,15.3162264150943,73.32,69.2816981132076,0.05,0.825283018867925,2016,spring,2016-05-08,California,-76.50745,38.3004
7661483.37,9.12634781904454,0.75,conventional,14.58,15.2533962264151,92.87,78.7618867924528,16.15,6.81396226415094,2016,spring,2016-05-01,California,-76.50745,38.3004
6933382.4,8.99542641816891,0.84,conventional,12.71,13.9688679245283,54.83,66.0033962264151,0,0.876981132075472,2016,spring,2016-04-24,California,-76.50745,38.3004
6397813.48,8.89097271770111,0.93,conventional,12.32,14.9616981132075,59.1,63.1781132075472,0.07,1.27452830188679,2016,spring,2016-04-17,California,-76.50745,38.3004
6509000.56,8.91328875729869,0.94,conventional,4.78,9.0388679245283,57.91,71.3750943396226,0,1.83169811320755,2016,spring,2016-04-10,California,-76.50745,38.3004
6060843.76,8.82114174409301,0.93,conventional,6.34,9.12905660377358,55.43,62.6947169811321,0.03,1.26622641509434,2016,spring,2016-04-03,California,-76.50745,38.3004
6603707.93,8.93202824991127,0.93,conventional,10.26,11.651320754717,91.62,81.2703773584906,5.71,5.21867924528302,2016,spring,2016-03-27,California,-76.50745,38.3004
6476206.54,8.9067426636447,0.91,conventional,4.36,6.68301886792453,86.93,70.6945283018868,3.51,1.82622641509434,2016,spring,2016-03-20,California,-76.50745,38.3004
6017563.88,8.8119209211472,0.96,conventional,12.25,12.4624528301887,95,83.4890566037736,5.9,7.07641509433962,2016,spring,2016-03-13,California,-76.50745,38.3004
6429870.23,8.89744232030337,0.92,conventional,3.91,7.24377358490566,81.18,74.707358490566,0.03,2.54094339622642,2016,spring,2016-03-06,California,-76.50745,38.3004
6588277.7,8.92899167376157,0.89,conventional,6.85,9.24811320754717,83.15,76.7766037735849,0,0.887547169811321,2016,winter,2016-02-28,California,-76.50745,38.3004
6374019.03,8.88615169732038,0.89,conventional,10.58,9.08528301886792,94.1,82.9854716981132,3.52,1.87792452830189,2016,winter,2016-02-21,California,-76.50745,38.3004
6807283.15,8.97150391084535,0.82,conventional,-7.06,-0.508679245283019,58.13,71.6975471698113,1.04,1.90018867924528,2016,winter,2016-02-14,California,-76.50745,38.3004
10361698.17,9.5302216358056,0.7,conventional,1.61,4.67547169811321,83.1,75.2145283018868,0.03,0.43377358490566,2016,winter,2016-02-07,California,-76.50745,38.3004
6506673.96,8.91282531840774,0.88,conventional,6.6,7.65245283018868,92.74,88.7871698113208,0,1.66849056603774,2016,winter,2016-01-31,California,-76.50745,38.3004
6246380.73,8.86001091191936,0.88,conventional,-4.83,-0.0839622641509433,92.17,81.6724528301887,0,0.203584905660377,2016,winter,2016-01-24,California,-76.50745,38.3004
6000013.23,8.80816471858979,0.9,conventional,0.68,1.13830188679245,87.51,80.268679245283,3.16,4.53622641509434,2016,winter,2016-01-17,California,-76.50745,38.3004
6303406.82,8.87174891379559,0.87,conventional,11.11,3.35301886792453,84.65,83.6503773584906,10.97,7.95056603773585,2016,winter,2016-01-10,California,-76.50745,38.3004
7730431.28,9.13815784815548,0.73,conventional,3.63,2.59188679245283,78.6,79.9956603773585,0,1.19452830188679,2016,winter,2016-01-03,California,-76.50745,38.3004
7132711.23,9.03245436077598,0.93,conventional,-6.25,-3.98867924528302,55.47,67.3958490566038,0,0.171132075471698,2017,winter,2017-12-31,California,-76.50745,38.3004
5346535.57,8.66074512042008,1.13,conventional,4.74,3.00094339622642,77.22,74.4020754716981,0.21,1.23735849056604,2017,winter,2017-12-24,California,-76.50745,38.3004
6205211.05,8.8514766254228,0.98,conventional,2.53,4.36849056603774,89.9,80.2715094339623,0.01,2.2622641509434,2017,winter,2017-12-17,California,-76.50745,38.3004
5715712.21,8.74589888365504,1.06,conventional,0.55,2.52415094339623,79.8,67.0709433962264,0.02,0.0892452830188679,2017,winter,2017-12-10,California,-76.50745,38.3004
5544556,8.70705540117513,1.09,conventional,7.94,8.64716981132075,78.92,76.0977358490566,0.12,0.763396226415094,2017,winter,2017-12-03,California,-76.50745,38.3004
4392810,8.41344226121181,1.3,conventional,7.94,8.44660377358491,67.58,70.9777358490566,0,1.46377358490566,2017,autumn,2017-11-26,California,-76.50745,38.3004
4782021,8.51969998601318,1.26,conventional,10.3,7.33056603773585,65.88,67.0247169811321,1.5,2.65339622641509,2017,autumn,2017-11-19,California,-76.50745,38.3004
5637795,8.72834743584074,1.15,conventional,4.58,7.98698113207547,58.32,75.0958490566038,1.15,1.76433962264151,2017,autumn,2017-11-12,California,-76.50745,38.3004
5663438.53,8.7341478090985,1.15,conventional,16.1,13.8594339622642,89.91,85.1390566037736,1.19,4.32471698113208,2017,autumn,2017-11-05,California,-76.50745,38.3004
5714676.89,8.74566708524539,1.2,conventional,16.01,11.0084905660377,96.63,74.5692452830189,42.81,13.328679245283,2017,autumn,2017-10-29,California,-76.50745,38.3004
4420877.4,8.42138284295147,1.53,conventional,17.76,17.3011320754717,73.51,67.6432075471698,0,3.41,2017,autumn,2017-10-22,California,-76.50745,38.3004
4066640.98,8.31765458671132,1.68,conventional,21.01,18.0249056603774,75.22,67.7047169811321,0.15,3.53132075471698,2017,autumn,2017-10-15,California,-76.50745,38.3004
4151444.41,8.34320652056787,1.74,conventional,24.45,20.3037735849057,85.51,73.8188679245283,0.53,6.95169811320755,2017,autumn,2017-10-08,California,-76.50745,38.3004
3870633.16,8.25670996073016,1.77,conventional,15.86,16.4541509433962,67.25,61.1066037735849,0.01,2.1277358490566,2017,autumn,2017-10-01,California,-76.50745,38.3004
3937000.67,8.27765049386453,1.74,conventional,23.98,22.2090566037736,65.14,62.368679245283,0.12,0.946415094339623,2017,autumn,2017-09-24,California,-76.50745,38.3004
4167531.38,8.34800057102506,1.72,conventional,23.23,21.9281132075472,77.2,68.0954716981132,0.02,0.657735849056604,2017,autumn,2017-09-17,California,-76.50745,38.3004
4380657.13,8.40998990402672,1.71,conventional,16.79,19.0920754716981,72.27,62.8933962264151,0,10.0433962264151,2017,autumn,2017-09-10,California,-76.50745,38.3004
4648718.22,8.48421345587485,1.65,conventional,20.65,22.3350943396226,78.68,64.6622641509434,0.4,2.29566037735849,2017,autumn,2017-09-03,California,-76.50745,38.3004
4360013.67,8.40410575513635,1.78,conventional,21.39,22.7383018867925,67.15,58.2083018867925,0,5.5322641509434,2017,summer,2017-08-27,California,-76.50745,38.3004
4524974.68,8.45044229100052,1.64,conventional,25.15,24.2581132075472,67.36,62.881886792452804,0.05,0.850377358490566,2017,summer,2017-08-20,California,-76.50745,38.3004
5862368.39,8.77835810350764,1.26,conventional,24.12,22.9271698113208,68.97,67.9254716981132,0.49,1.29566037735849,2017,summer,2017-08-13,California,-76.50745,38.3004
5655955.05,8.73245754887291,1.36,conventional,23.83,22.4792452830189,57.55,65.708679245283,0.03,2.61528301886792,2017,summer,2017-08-06,California,-76.50745,38.3004
5571000.96,8.71312690495377,1.38,conventional,22.53,23.0222641509434,61.35,61.838679245283,0,2.03811320754717,2017,summer,2017-07-30,California,-76.50745,38.3004
5188483.1,8.62266063164396,1.46,conventional,27.71,25.45,76.4,69.0922641509434,10.33,6.91924528301887,2017,summer,2017-07-23,California,-76.50745,38.3004
5405190.35,8.67462122255222,1.49,conventional,27,24.5111320754717,59.74,65.2098113207547,0.01,1.42716981132075,2017,summer,2017-07-16,California,-76.50745,38.3004
6499668.48,8.91142898532437,1.28,conventional,25.12,23.9824528301887,59.6,62.1722641509434,0.02,1.47132075471698,2017,summer,2017-07-09,California,-76.50745,38.3004
6607292.61,8.93273277915223,1.28,conventional,28.1,24.2432075471698,63.2,66.2824528301887,0.4,1.24641509433962,2017,summer,2017-07-02,California,-76.50745,38.3004
6999255.87,9.00776809138077,1.15,conventional,25.4,22.1356603773585,57.29,63.9818867924528,0.03,1.36792452830189,2017,summer,2017-06-25,California,-76.50745,38.3004
6599048.85,8.93111204464695,1.2,conventional,26.77,24.2039622641509,76.1,72.4043396226415,1.08,3.94641509433962,2017,summer,2017-06-18,California,-76.50745,38.3004
6177216.24,8.84564427366032,1.22,conventional,26.34,22.2684905660377,62.48,69.4924528301887,0,1.16132075471698,2017,summer,2017-06-11,California,-76.50745,38.3004
6507093.57,8.9129089121658,1.2,conventional,23.64,20.5577358490566,63.94,72.9181132075472,0,4.7377358490566,2017,summer,2017-06-04,California,-76.50745,38.3004
6160751.92,8.84220302941245,1.32,conventional,20.03,20.1903773584906,87.18,74.3675471698113,4.38,2.29792452830189,2017,spring,2017-05-28,California,-76.50745,38.3004
5599003.03,8.71952769643826,1.35,conventional,17.03,18.8401886792453,73.24,69.8237735849057,0.16,5.14377358490566,2017,spring,2017-05-21,California,-76.50745,38.3004
6370622.3,8.88546216132853,1.17,conventional,17.03,16.1728301886792,70.96,68.3490566037736,0.03,1.55471698113208,2017,spring,2017-05-14,California,-76.50745,38.3004
7872203.23,9.16214690374661,1.08,conventional,12.67,12.8309433962264,66.38,65.1690566037736,0.27,0.910943396226415,2017,spring,2017-05-07,California,-76.50745,38.3004
5889669.2,8.78431973470655,1.25,conventional,23.79,16.9335849056604,75.34,74.0175471698113,0.08,5.87849056603774,2017,spring,2017-04-30,California,-76.50745,38.3004
5637299.78,8.72823518728672,1.26,conventional,12.42,13.1384905660377,75.57,69.7418867924528,1.84,4.10981132075472,2017,spring,2017-04-23,California,-76.50745,38.3004
5442086.44,8.68328054451137,1.34,conventional,21.56,17.6120754716981,68.06,73.6150943396226,0.03,2.98528301886792,2017,spring,2017-04-16,California,-76.50745,38.3004
6249182.98,8.86058996366671,1.13,conventional,12.16,12.6807547169811,61.63,64.5615094339623,0,0.162830188679245,2017,spring,2017-04-09,California,-76.50745,38.3004
5719811.06,8.74681620682617,1.22,conventional,10.28,11.5733962264151,61.82,72.5332075471698,0,2.53037735849057,2017,spring,2017-04-02,California,-76.50745,38.3004
5073070.91,8.59418546474402,1.33,conventional,11.05,11.6024528301887,90.98,82.297358490566,0.44,3.61566037735849,2017,spring,2017-03-26,California,-76.50745,38.3004
5328958.01,8.65656007170628,1.31,conventional,5.17,8.48641509433962,78.17,73.2433962264151,3.46,0.583207547169811,2017,spring,2017-03-19,California,-76.50745,38.3004
5208101.86,8.62744430061774,1.31,conventional,-0.08,3.81245283018868,55.35,66.7901886792453,0,0.91622641509434,2017,spring,2017-03-12,California,-76.50745,38.3004
5634150.07,8.72752105357602,1.15,conventional,-0.58,5.11169811320755,45.15,69.0018867924528,0,1.47905660377358,2017,spring,2017-03-05,California,-76.50745,38.3004
6342089.92,8.87965699070561,0.95,conventional,4.88,4.33547169811321,53.69,67.5977358490566,0,0.741320754716981,2017,winter,2017-02-26,California,-76.50745,38.3004
6194368.66,8.84922057079515,0.95,conventional,12.4,10.3377358490566,77.34,83.6824528301887,0.02,1.87358490566038,2017,winter,2017-02-19,California,-76.50745,38.3004
6862176.64,8.9819664569013,0.79,conventional,11.33,8.25698113207547,93.51,82.3781132075472,2.12,2.86716981132075,2017,winter,2017-02-12,California,-76.50745,38.3004
11213596.29,9.63794513680815,0.67,conventional,2.67,5.00943396226415,76.99,82.1079245283019,0,2.72698113207547,2017,winter,2017-02-05,California,-76.50745,38.3004
8055482.07,9.19258952733577,0.76,conventional,2.76,2.77245283018868,73.67,74.2605660377359,1.06,0.716981132075472,2017,winter,2017-01-29,California,-76.50745,38.3004
8153340.48,9.20858942135455,0.76,conventional,7.58,8.62698113207547,96.05,89.4483018867924,4.25,9.01754716981132,2017,winter,2017-01-22,California,-76.50745,38.3004
6656554.36,8.94237994514209,0.93,conventional,2.79,3.73452830188679,79.41,82.6132075471698,0.04,1.2622641509434,2017,winter,2017-01-15,California,-76.50745,38.3004
6653048.21,8.94169544635604,1,conventional,-7.22,-3.02603773584906,59.82,70.8035849056604,0,4.40509433962264,2017,winter,2017-01-08,California,-76.50745,38.3004
7175276.66,9.04024060771627,0.89,conventional,5.98,4.89415094339623,76.27,83.7675471698113,0.03,2.54792452830189,2017,winter,2017-01-01,California,-76.50745,38.3004
6687009.44,8.94831201827926,1.04,conventional,3.67,6.30264150943396,73.95,73.2528301886792,0.35,0.612452830188679,2018,spring,2018-03-25,California,-76.50745,38.3004
6802084.11,8.9705090558236,1.02,conventional,5.46,6.9509433962264104,63.14,70.9405660377358,0.18,1.07433962264151,2018,spring,2018-03-18,California,-76.50745,38.3004
6488605.43,8.90922113600606,1.11,conventional,3.37,6.19716981132075,70.28,77.7447169811321,0,2.23,2018,spring,2018-03-11,California,-76.50745,38.3004
6295529.61,8.87013320631388,1.13,conventional,3.96,5.18150943396226,64.29,69.9494339622642,0.26,0.294339622641509,2018,spring,2018-03-04,California,-76.50745,38.3004
6750361.46,8.96057429476525,1.03,conventional,13.21,8.32188679245283,97.62,79.8716981132075,3.74,7.06245283018868,2018,winter,2018-02-25,California,-76.50745,38.3004
6379219.83,8.88720681886113,1.1,conventional,4.3,5.80132075471698,79.47,78.3269811320755,0.12,0.931509433962264,2018,winter,2018-02-18,California,-76.50745,38.3004
6718358.1,8.954392802123,0.98,conventional,14.2,5.77396226415094,100,83.4616981132075,18.37,7.7522641509434,2018,winter,2018-02-11,California,-76.50745,38.3004
10894677.77,9.598508769501,0.8,conventional,1.64,4.47679245283019,92.62,83.7233962264151,18.94,9.64452830188679,2018,winter,2018-02-04,California,-76.50745,38.3004
6134040.58,8.83660238581637,1.16,conventional,9.24,7.31433962264151,97.75,80.4211320754717,15.08,5.94679245283019,2018,winter,2018-01-28,California,-76.50745,38.3004
